央视频道,#genre#
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://221.213.69.82:9901/tsfile/live/0001_1.m3u8
CCTV1,http://125.32.182.146:9901/tsfile/live/0001_1.m3u8
CCTV2,http://221.213.69.82:9901/tsfile/live/0002_1.m3u8
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
CCTV2,http://125.32.182.146:9901/tsfile/live/0002_1.m3u8
CCTV2,http://222.218.158.25:8181/tsfile/live/0002_1.m3u8
CCTV3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8
CCTV3,http://220.164.192.48:50085/tsfile/live/0004_1.m3u8
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
CCTV3,http://125.32.182.146:9901/tsfile/live/0003_1.m3u8
CCTV3,http://222.218.158.25:8181/tsfile/live/0003_1.m3u8
CCTV4,http://60.12.183.46:9901/tsfile/live/0004_1.m3u8
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8
CCTV4,http://221.213.69.82:9901/tsfile/live/0004_1.m3u8
CCTV4,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8
CCTV4,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8
CCTV5,http://221.213.69.82:9901/tsfile/live/0005_1.m3u8
CCTV5,http://220.164.192.48:50085/tsfile/live/0006_1.m3u8
CCTV5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8
CCTV5,http://125.32.182.146:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8
CCTV5+,http://222.218.158.25:8181/tsfile/live/0016_1.m3u8
CCTV5+,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8
CCTV5+,http://58.17.116.69:9908/tsfile/live/0001_6.m3u8
CCTV5+,http://117.190.144.101:1111/tsfile/live/0018_1.m3u8
CCTV6,http://221.213.69.82:9901/tsfile/live/0006_1.m3u8
CCTV6,http://60.12.183.46:9901/tsfile/live/0006_1.m3u8
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV6,http://125.32.182.146:9901/tsfile/live/0006_1.m3u8
CCTV6,http://222.218.158.25:8181/tsfile/live/0006_1.m3u8
CCTV7,http://60.12.183.46:9901/tsfile/live/0007_1.m3u8
CCTV7,http://220.164.192.48:50085/tsfile/live/0008_1.m3u8
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
CCTV7,http://125.32.182.146:9901/tsfile/live/0007_1.m3u8
CCTV7,http://222.218.158.25:8181/tsfile/live/0007_1.m3u8
CCTV8,http://221.213.69.82:9901/tsfile/live/0008_1.m3u8
